"NIT","RAZÓN SOCIAL","SUPERVISOR","REGIÓN","DEPARTAMENTO DOMICILIO","CIUDAD DOMICILIO","CIIU","MACROSECTOR","INGRESOS OPERACIONALES","GANANCIA (PÉRDIDA)","TOTAL ACTIVOS","TOTAL PASIVOS","TOTAL PATRIMONIO","Año de Corte"
"805,006,833","NUTRITEC S.A.S.","SUPERSOCIEDADES","COSTA PACÍFICA","VALLE","YUMBO","1,090","MANUFACTURA","$0.03","$0.00","$0.02","$0.02","$0.00","2,023"
"900,489,429","SERVIACEROS DE COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,663","COMERCIO","$0.03","$0.00","$0.03","$0.02","$0.01","2,023"
"800,170,065","AS CONSTRUCCIONES S.A.S.","SUPERSOCIEDADES","COSTA ATLÁNTICA","ATLANTICO","BARRANQUILLA","4,112","CONSTRUCCIÓN","$0.03","$0.00","$0.09","$0.06","$0.03","2,023"
"900,511,471","PANAM INGENIEROS S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,290","CONSTRUCCIÓN","$0.03","$0.00","$0.01","$0.00","$0.01","2,023"
"901,389,276","METALICAS EMO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","QUINDIO","ARMENIA","2,511","MANUFACTURA","$0.03","$0.00","$0.03","$0.02","$0.01","2,023"
"900,346,736","FRIGORIFICO FLOREZ S.A.S.","SUPERSOCIEDADES","OTROS","HUILA","NEIVA","4,723","COMERCIO","$0.03","$0.00","$0.00","$0.00","$0.00","2,023"
"901,256,161","PROMOTORA BOULEVARD II S.A.S.","SUPERSOCIEDADES","COSTA ATLÁNTICA","BOLIVAR","CARTAGENA","4,290","CONSTRUCCIÓN","$0.03","$0.00","$0.10","$0.10","$0.00","2,023"
"890,115,082","ALMACEN Y TALLER CICLOCOSTA LIMITADA","SUPERSOCIEDADES","COSTA ATLÁNTICA","ATLANTICO","BARRANQUILLA","4,541","COMERCIO","$0.03","$0.00","$0.03","$0.01","$0.02","2,023"
"900,650,584","TECNICAS UNIDAS INFRAESTRUCTURA S.A.S.","SUPERSOCIEDADES","COSTA ATLÁNTICA","BOLIVAR","CARTAGENA","4,210","CONSTRUCCIÓN","$0.03","$0.00","$0.04","$0.02","$0.02","2,023"
"900,702,496","GRUPO FMC S.A.S.","SUPERSOCIEDADES","COSTA PACÍFICA","VALLE","CALI","5,611","SERVICIOS","$0.03","$0.00","$0.03","$0.02","$0.01","2,023"
"800,108,708","TM MEDICAS S.A.S.","SUPERSOCIEDADES","COSTA PACÍFICA","VALLE","CALI","4,645","COMERCIO","$0.03","$0.00","$0.02","$0.01","$0.01","2,023"
"830,058,801","HARMEX S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","CUNDINAMARCA","TOCANCIPA","4,669","COMERCIO","$0.03","$0.00","$0.03","$0.01","$0.02","2,023"
"800,038,389","CURVILCO DEL ORIENTE S.A.S.","SUPERSOCIEDADES","CENTRO - ORIENTE","SANTANDER","FLORIDABLANCA","4,669","COMERCIO","$0.03","$0.00","$0.02","$0.01","$0.01","2,023"
"901,377,609","AGRO MIL AGROS S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","SAN PEDRO","2,012","MANUFACTURA","$0.03","$0.00","$0.01","$0.00","$0.00","2,023"
"810,003,782","AZUL S.A.","SUPERSOCIEDADES","EJE CAFETERO","CALDAS","MANIZALES","4,731","COMERCIO","$0.03","$0.00","$0.00","$0.00","$0.00","2,023"
"830,113,227","FTI CONSULTING S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","7,490","SERVICIOS","$0.03","$0.01","$0.03","$0.01","$0.02","2,023"
"900,040,045","TTP WELL SERVICES S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","910","MINERO","$0.03","$0.00","$0.03","$0.02","$0.02","2,023"
"900,611,965","INVERSIONES GNECCOS S.A.S.","SUPERSOCIEDADES","COSTA ATLÁNTICA","CESAR","VALLEDUPAR","4,731","COMERCIO","$0.03","$0.00","$0.01","$0.00","$0.00","2,023"
"892,200,273","CLINICA LAS PEÑITAS S.A.S.","SUPERSALUD","COSTA ATLÁNTICA","SUCRE","SINCELEJO","8,610","SERVICIOS","$0.03","$0.01","$0.03","$0.01","$0.02","2,023"
"900,399,360","VIPAL COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","CUNDINAMARCA","FUNZA","4,530","COMERCIO","$0.03","$0.00","$0.02","$0.01","$0.01","2,023"
"800,032,979","WIDEX COLOMBIA S.A.S.","SUPERSALUD","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,645","COMERCIO","$0.03","$0.01","$0.02","$0.01","$0.01","2,023"
"830,077,515","GLOBAL MOTOR S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,659","COMERCIO","$0.03","$0.00","$0.02","$0.01","$0.01","2,023"
"900,168,679","ERROR: #NAME?","SUPERSALUD","COSTA PACÍFICA","VALLE","RESTREPO","8,621","SERVICIOS","$0.03","$0.00","$0.02","$0.02","$0.01","2,023"
"900,291,294","INDUSTRIAS SAGA DE COLOMBIA S.A.S.","SUPERSOCIEDADES","CENTRO - ORIENTE","NORTE DE SANTANDER","VILLA ROSARIO","1,521","MANUFACTURA","$0.03","$0.00","$0.04","$0.01","$0.03","2,023"
"900,275,655","DOMOTES S.A.S.","SUPERSOCIEDADES","COSTA ATLÁNTICA","ATLANTICO","BARRANQUILLA","4,651","COMERCIO","$0.03","$0.00","$0.01","$0.01","$0.01","2,023"
"830,035,105","PLACECOL S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","CUNDINAMARCA","FUNZA","2,221","MANUFACTURA","$0.03","$0.00","$0.04","$0.01","$0.02","2,023"
"900,131,471","AZURITA S.A.S.","SUPERSOCIEDADES","COSTA PACÍFICA","VALLE","CALI","7,490","SERVICIOS","$0.03","$0.02","$0.45","$0.03","$0.42","2,023"
"901,360,444","MADEMAX S.A.S.","SUPERSOCIEDADES","COSTA PACÍFICA","VALLE","YUMBO","4,669","COMERCIO","$0.03","$0.00","$0.02","$0.01","$0.01","2,023"
"890,323,114","FUNDIMETAL DE COLOMBIA S.A.S.","SUPERSOCIEDADES","COSTA PACÍFICA","VALLE","PALMIRA","2,432","MANUFACTURA","$0.03","$0.00","$0.02","$0.01","$0.01","2,023"
"900,577,712","TRIENERGY INC S.A.S.","SUPERTRANSPORTE","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,923","SERVICIOS","$0.03","$0.00","$0.02","$0.02","$0.01","2,023"
"900,525,906","CORFERIAS INVERSIONES SAS.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","6,820","SERVICIOS","$0.03","$0.01","$0.02","$0.01","$0.01","2,023"
"900,504,184","GRUPO SANCHEZ COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","CUNDINAMARCA","FUNZA","2,022","MANUFACTURA","$0.03","$0.00","$0.03","$0.02","$0.01","2,023"
"860,000,100","HACH COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,662","COMERCIO","$0.03","$0.00","$0.02","$0.01","$0.01","2,023"
"811,001,723","ARROW MEDICAL S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","4,645","COMERCIO","$0.03","$0.00","$0.04","$0.01","$0.03","2,023"
"830,035,037","EMPRESA DE SERVICIOS INTEGRALES S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","8,121","SERVICIOS","$0.03","$0.00","$0.01","$0.00","$0.01","2,023"
"800,203,342","GRUCON S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","4,290","CONSTRUCCIÓN","$0.03","$0.00","$0.01","$0.01","$0.01","2,023"
"890,911,806","QUIMICA PRODES SOREIN S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","4,690","COMERCIO","$0.03","-$0.00","$0.02","$0.01","$0.01","2,023"
"900,314,598","UETA INC SUCURSAL COLOMBIA","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,711","COMERCIO","$0.03","$0.01","$0.03","$0.02","$0.01","2,023"
"900,963,038","GALAVANTA TRAVEL S.A.S.","SUPERSOCIEDADES","COSTA ATLÁNTICA","BOLIVAR","CARTAGENA","7,911","SERVICIOS","$0.03","$0.01","$0.02","$0.01","$0.01","2,023"
"900,110,992","CENTRO MEDICO QUIRURGICO LA RIVIERA  S.A.S.","SUPERSALUD","CENTRO - ORIENTE","SANTANDER","BUCARAMANGA","8,621","SERVICIOS","$0.03","$0.00","$0.02","$0.01","$0.01","2,023"
"890,403,012","AFA CONSULTORES Y CONSTRUCTORES S.A.","SUPERSOCIEDADES","COSTA ATLÁNTICA","BOLIVAR","CARTAGENA","7,112","SERVICIOS","$0.03","$0.00","$0.03","$0.01","$0.02","2,023"
"901,075,184","HL OPERADORES S.A.S.","SUPERSOCIEDADES","COSTA ATLÁNTICA","ATLANTICO","BARRANQUILLA","4,731","COMERCIO","$0.03","$0.00","$0.01","$0.01","$0.00","2,023"
"890,929,809","AGROCHIGUIROS S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","122","AGROPECUARIO","$0.03","$0.00","$0.04","$0.01","$0.03","2,023"
"901,282,459","ACOPIO LA CAMPANITA S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","CARMEN DE VIBORAL","4,722","COMERCIO","$0.03","$0.00","$0.00","$0.00","$0.00","2,023"
"830,077,985","PAIS EMPRENDEDOR S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","1,040","MANUFACTURA","$0.03","-$0.00","$0.02","$0.02","$0.00","2,023"
"892,400,030","AVIANCA COSTA RICA SUCURSAL COLOMBIA","SUPERTRANSPORTE","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","5,112","SERVICIOS","$0.03","-$0.00","$0.00","$0.03","-$0.03","2,023"
"800,219,028","TEXIM Y COMPAÑIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","CUNDINAMARCA","FUNZA","4,530","COMERCIO","$0.03","$0.01","$0.03","$0.01","$0.02","2,023"
"890,200,218","COOPERATIVA MULTIACTIVA DE TAXISTAS Y TRANSPORTADORES UNIDOS -  COTAXI","SUPERTRANSPORTE","CENTRO - ORIENTE","SANTANDER","BUCARAMANGA","4,921","SERVICIOS","$0.03","$0.00","$0.02","$0.01","$0.01","2,023"
"901,408,404","SILVER COMPANY S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,771","COMERCIO","$0.03","$0.00","$0.02","$0.02","$0.01","2,023"
"901,444,005","DISTRIBUIDORA POLLOPEZ S.A.S.","SUPERSOCIEDADES","COSTA PACÍFICA","CHOCO","QUIBDO","4,723","COMERCIO","$0.03","$0.00","$0.00","$0.00","$0.00","2,023"
"900,126,863","CSV INVERSIONES S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,731","COMERCIO","$0.03","$0.00","$0.01","$0.00","$0.00","2,023"
"830,116,510","COMERCIALIZADORA NATURAL LIGHT S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,773","COMERCIO","$0.03","$0.00","$0.02","$0.02","$0.00","2,023"
"890,700,598","COINTRASUR LIMITADA.","SUPERTRANSPORTE","OTROS","TOLIMA","CHAPARRAL","4,921","SERVICIOS","$0.03","$0.00","$0.03","$0.01","$0.01","2,023"
"811,022,490","E-GLOBAL S.A.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","4,741","COMERCIO","$0.03","$0.00","$0.01","$0.01","$0.00","2,023"
"900,432,307","SAC BE VENTURES COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","5,511","SERVICIOS","$0.03","$0.01","$0.16","$0.00","$0.16","2,023"
"830,066,519","HIPERMERCADO CENTRAL DE ELECTRODOMESTICOS S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,754","COMERCIO","$0.03","$0.00","$0.02","$0.01","$0.01","2,023"
"832,010,212","SUMMERHILL SCHOOL S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","CUNDINAMARCA","COTA","8,530","SERVICIOS","$0.03","$0.00","$0.07","$0.05","$0.02","2,023"
"900,869,049","BACET GROUP S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","1,521","MANUFACTURA","$0.03","$0.00","$0.02","$0.01","$0.01","2,023"
"800,254,107","METALICAS MUNDIAL LIMITADA.","SUPERSOCIEDADES","COSTA PACÍFICA","VALLE","CANDELARIA","3,110","MANUFACTURA","$0.03","$0.00","$0.02","$0.01","$0.01","2,023"
"844,002,258","CLINICA MEISEL S.A.S.","SUPERSOCIEDADES","OTROS","CASANARE","YOPAL","8,621","SERVICIOS","$0.03","$0.00","$0.05","$0.03","$0.02","2,023"
"860,527,527","TECNIFIL S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","2,930","MANUFACTURA","$0.03","$0.00","$0.02","$0.01","$0.01","2,023"
"860,004,686","INALTRA CI LIMITADA.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","CUNDINAMARCA","MOSQUERA","2,930","MANUFACTURA","$0.03","$0.00","$0.02","$0.01","$0.01","2,023"
"900,464,901","FUNDACION SOCIAL PARA PROMOCION DE VIDA","SUPERSALUD","COSTA ATLÁNTICA","BOLIVAR","CARTAGENA","9,499","SERVICIOS","$0.03","-$0.00","$0.02","$0.02","$0.00","2,023"
"900,303,634","TRANSPORTES DE LA SIERRA S.A.S.","SUPERTRANSPORTE","ANTIOQUIA","ANTIOQUIA","MEDELLIN","4,923","SERVICIOS","$0.03","$0.00","$0.02","$0.01","$0.01","2,023"
"800,220,495","SOCIEDAD DE COMERCIALIZACION INTERNACIONAL THE BEST EMERALDS S. A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,669","COMERCIO","$0.03","-$0.00","$0.01","$0.00","$0.01","2,023"
"860,002,122","IMA-INDUSTRIA DE ARTICULOS DE MADERA S.A.S.-EN REORGANIZACION","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","3,110","MANUFACTURA","$0.03","$0.00","$0.10","$0.07","$0.03","2,023"
"809,012,539","LEON GRAFICAS S.A.S.","SUPERSOCIEDADES","OTROS","TOLIMA","IBAGUE","1,811","MANUFACTURA","$0.03","$0.01","$0.02","$0.00","$0.01","2,023"
"900,606,858","KOBALT S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,664","COMERCIO","$0.03","$0.00","$0.01","$0.01","$0.01","2,023"
"900,198,369","EXTIBLU S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","RIONEGRO","8,299","SERVICIOS","$0.03","$0.00","$0.05","$0.01","$0.04","2,023"
"811,025,837","COMERCIALIZADORA NACIONAL DE ALIMENTOS S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","APARTADO","4,631","COMERCIO","$0.03","$0.00","$0.01","$0.00","$0.00","2,023"
"901,458,968","SOLUCIONES PLASTICAS CARIBE S.A.S.","SUPERSOCIEDADES","COSTA ATLÁNTICA","BOLIVAR","CARTAGENA","2,229","MANUFACTURA","$0.03","-$0.00","$0.02","$0.02","$0.00","2,023"
"900,770,019","CI INDUBOLSAS CONTRERASJ&T S.A.S.","SUPERSOCIEDADES","CENTRO - ORIENTE","NORTE DE SANTANDER","CUCUTA","2,229","MANUFACTURA","$0.03","$0.00","$0.03","$0.01","$0.02","2,023"
"800,109,874","LACTOPACK S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","CUNDINAMARCA","TENJO","2,023","MANUFACTURA","$0.03","$0.00","$0.02","$0.02","$0.00","2,023"
"830,033,982","INDUSTRIAS PROTON LIMITADA.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","2,829","MANUFACTURA","$0.03","$0.00","$0.04","$0.02","$0.02","2,023"
"900,559,103","CENTRO DE IMAGENES DIAGNOSTICAS CEDIM IPS S.A.S.","SUPERSALUD","OTROS","CAQUETA","FLORENCIA","8,691","SERVICIOS","$0.03","$0.01","$0.04","$0.01","$0.03","2,023"
"860,351,576","CONFECCIONES TALLER 84 S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","1,410","MANUFACTURA","$0.03","$0.00","$0.02","$0.01","$0.01","2,023"
"900,713,159","WAMCOL S.A.S.","SUPERSOCIEDADES","COSTA ATLÁNTICA","CESAR","SAN MARTIN","4,290","CONSTRUCCIÓN","$0.03","$0.00","$0.02","$0.00","$0.01","2,023"
"900,257,333","ODONTOTRANS S.A.S.","SUPERSALUD","COSTA PACÍFICA","VALLE","CALI","8,691","SERVICIOS","$0.03","$0.01","$0.03","$0.01","$0.02","2,023"
"901,037,183","FERRETERIA PUNTO AMARILLO YARUMAL S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","YARUMAL","4,663","COMERCIO","$0.03","$0.00","$0.01","$0.00","$0.01","2,023"
"901,230,162","SISTEMA INTEGRADO DE PROVISIÓN DE FLOTA SI2018 - SUBA S.A.S.","SUPERTRANSPORTE","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","5,229","SERVICIOS","$0.03","$0.01","$0.14","$0.13","$0.01","2,023"
"900,609,342","GARRIGUES COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","6,910","SERVICIOS","$0.03","-$0.01","$0.04","$0.03","$0.00","2,023"
"900,215,725","DISTRIBUIDORA AMERINDA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,541","COMERCIO","$0.03","-$0.00","$0.02","$0.03","-$0.00","2,023"
"800,103,851","CUSTODIAR LIMITADA.","SUPERVIGILANCIA","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","8,010","SERVICIOS","$0.03","$0.00","$0.01","$0.00","$0.01","2,023"
"900,639,245","EMPAQUES DE PLASTICO Y PAPEL PLASPEL S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","CUNDINAMARCA","TOCANCIPA","2,229","MANUFACTURA","$0.03","$0.00","$0.02","$0.02","$0.01","2,023"
"860,001,552","MOTOBORDA S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","ITAGUI","4,653","COMERCIO","$0.03","-$0.00","$0.04","$0.02","$0.02","2,023"
"900,461,172","PROYECTOS E INVERSIONES MPL S.A.S.","SUPERSOCIEDADES","COSTA ATLÁNTICA","CESAR","VALLEDUPAR","4,111","CONSTRUCCIÓN","$0.03","$0.01","$0.03","$0.00","$0.03","2,023"
"830,058,798","COMERCIALIZADORA MONTEVERDE S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,631","COMERCIO","$0.03","$0.00","$0.01","$0.00","$0.00","2,023"
"830,036,351","RH INGENIERIA Y CONSTRUCCION S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,290","CONSTRUCCIÓN","$0.03","$0.00","$0.03","$0.01","$0.03","2,023"
"804,008,789","COLOMBIANA DE AVES S.A.  COLAVES","SUPERSOCIEDADES","CENTRO - ORIENTE","SANTANDER","GIRON","145","AGROPECUARIO","$0.03","-$0.00","$0.02","$0.01","$0.01","2,023"
"815,001,629","AGUAS DE BUGA S.A. E.S.P.","SUPERSERVICIOS","COSTA PACÍFICA","VALLE","BUGA","3,600","SERVICIOS","$0.03","$0.00","$0.04","$0.02","$0.02","2,023"
"900,511,289","MANUCHAR LOGISTIC S.A.S.","SUPERTRANSPORTE","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,923","SERVICIOS","$0.03","$0.00","$0.03","$0.01","$0.02","2,023"
"900,860,583","COLOMBIA COLORS S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,731","COMERCIO","$0.03","$0.00","$0.00","$0.00","$0.00","2,023"
"832,004,397","INVERSIONES CAMOZ S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","CUNDINAMARCA","CHIA","4,773","COMERCIO","$0.03","$0.00","$0.01","$0.01","$0.01","2,023"
"830,513,326","OMAGRO S.A.S.","SUPERSOCIEDADES","OTROS","META","VILLAVICENCIO","4,664","COMERCIO","$0.03","$0.00","$0.01","$0.01","$0.00","2,023"
"890,914,048","LAURA S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","1,410","MANUFACTURA","$0.03","$0.00","$0.02","$0.01","$0.01","2,023"
"802,013,264","TERMINAL DE LIQUIDOS DE BARRANQUILLA S.A.S27","SUPERTRANSPORTE","COSTA ATLÁNTICA","ATLANTICO","BARRANQUILLA","1,921","MANUFACTURA","$0.03","$0.00","$0.06","$0.02","$0.03","2,023"
"800,185,347","ZONA FRANCA DE BOGOTA S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","7,020","SERVICIOS","$0.03","$0.00","$0.06","$0.04","$0.03","2,023"
"900,576,412","INVERSIONES LOS LAGOS GP S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","4,631","COMERCIO","$0.03","$0.00","$0.01","$0.01","$0.00","2,023"
"900,893,159","INVERSIONES MONTEGAN S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","161","AGROPECUARIO","$0.03","$0.00","$0.01","$0.01","$0.01","2,023"
"802,000,909","CLINICA LOS  ALMENDROS  S.A.S.","SUPERSALUD","COSTA ATLÁNTICA","ATLANTICO","SOLEDAD","8,610","SERVICIOS","$0.03","$0.00","$0.03","$0.00","$0.03","2,023"
"860,038,933","DENTONS CARDENAS & CARDENAS ABOGADOS S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","6,910","SERVICIOS","$0.03","$0.00","$0.05","$0.04","$0.01","2,023"
"830,092,713","PASO FIRME S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,772","COMERCIO","$0.03","$0.00","$0.02","$0.01","$0.01","2,023"
"900,474,414","AGROPROYECTOS SIERRA S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","126","AGROPECUARIO","$0.03","$0.01","$0.06","$0.02","$0.04","2,023"
"830,058,148","VEOLIA HOLDING COLOMBIA S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","7,010","SERVICIOS","$0.03","-$0.01","$0.43","$0.14","$0.29","2,023"
"811,010,512","OTRAPARTE S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","122","AGROPECUARIO","$0.03","$0.00","$0.10","$0.04","$0.06","2,023"
"900,464,794","INVERSIONES KAUTIVA S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","4,645","COMERCIO","$0.03","$0.00","$0.01","$0.00","$0.00","2,023"
"900,626,866","COMERCIALIZADORA SURTINEGOCIOS S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","ENVIGADO","4,724","COMERCIO","$0.03","$0.00","$0.02","$0.02","$0.00","2,023"
"900,136,532","GHC HEALTCARE SUCURSAL COLOMBIA","SUPERSOCIEDADES","COSTA PACÍFICA","VALLE","CALI","4,659","COMERCIO","$0.03","$0.00","$0.02","$0.01","$0.01","2,023"
"890,316,242","DEGANADO S.A.S.","SUPERSOCIEDADES","COSTA PACÍFICA","VALLE","CALI","4,759","COMERCIO","$0.03","$0.00","$0.01","$0.00","$0.01","2,023"
"800,243,991","GRAVILLERA ALBANIA S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","CUNDINAMARCA","TABIO","811","MINERO","$0.03","-$0.00","$0.12","$0.03","$0.10","2,023"
"890,914,336","DURESPO S.A.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","ITAGUI","4,653","COMERCIO","$0.03","$0.00","$0.06","$0.01","$0.05","2,023"
"900,456,735","CANALES Y CONTACTOS S.A.S.","SUPERSOCIEDADES","COSTA PACÍFICA","VALLE","CALI","4,321","CONSTRUCCIÓN","$0.03","$0.00","$0.02","$0.01","$0.01","2,023"
"830,111,206","INVERBAC S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","8,530","SERVICIOS","$0.03","$0.00","$0.03","$0.02","$0.01","2,023"
"811,022,408","PETPACK S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","LA ESTRELLA","2,229","MANUFACTURA","$0.03","$0.00","$0.03","$0.02","$0.01","2,023"
"900,720,758","CHEIL COLOMBIA CHEIL COLOMBIA","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","7,310","SERVICIOS","$0.03","$0.01","$0.04","$0.02","$0.03","2,023"
"811,023,791","NEWTRANS S.A.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","BELLO","4,731","COMERCIO","$0.03","$0.00","$0.01","$0.01","$0.00","2,023"
"901,361,556","GREEN BUS S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,921","SERVICIOS","$0.03","$0.00","$0.16","$0.16","$0.00","2,023"
"830,138,478","CARBON 100 S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","5,611","SERVICIOS","$0.03","$0.00","$0.01","$0.01","$0.00","2,023"
