"NIT","RAZÓN SOCIAL","SUPERVISOR","REGIÓN","DEPARTAMENTO DOMICILIO","CIUDAD DOMICILIO","CIIU","MACROSECTOR","INGRESOS OPERACIONALES","GANANCIA (PÉRDIDA)","TOTAL ACTIVOS","TOTAL PASIVOS","TOTAL PATRIMONIO","Año de Corte"
"860,049,921","SGS COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","8,299","SERVICIOS","$0.17","$0.03","$0.29","$0.09","$0.20","2,021"
"860,013,704","GASES INDUSTRIALES DE COLOMBIA S.A. CRYOGAS S.A.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","ENVIGADO","2,011","MANUFACTURA","$0.17","$0.01","$0.23","$0.04","$0.19","2,021"
"800,179,966","IPS CLINICA REINA CATALINA S.A.S.","SUPERSALUD","COSTA ATLÁNTICA","ATLANTICO","BARRANQUILLA","8,610","SERVICIOS","$0.17","$0.02","$0.21","$0.07","$0.14","2,021"
"900,038,926","PROMOTORA MEDICA Y ODONTOLOGICA DE ANTIOQUIA S.A.","SUPERSALUD","ANTIOQUIA","ANTIOQUIA","MEDELLIN","8,621","SERVICIOS","$0.17","$0.00","$0.11","$0.09","$0.02","2,021"
"901,067,786","GESTION Y OPERACION DE LA COSTA S.A.S.","SUPERSOCIEDADES","COSTA ATLÁNTICA","ATLANTICO","BARRANQUILLA","7,490","SERVICIOS","$0.17","$0.00","$0.05","$0.03","$0.01","2,021"
"811,020,107","FLORES EL CAPIRO S.A.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","125","AGROPECUARIO","$0.17","$0.02","$0.18","$0.10","$0.08","2,021"
"800,000,750","PETROSANTANDER COLOMBIA GMBH","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","610","MINERO","$0.17","$0.01","$0.51","$0.14","$0.36","2,021"
"900,474,313","ACEITES Y GRASAS DEL CATATUMBO S.A.S.","SUPERSOCIEDADES","COSTA ATLÁNTICA","ATLANTICO","BARRANQUILLA","1,031","MANUFACTURA","$0.17","$0.00","$0.09","$0.07","$0.01","2,021"
"800,165,815","TEXTILES 1X1 S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","1,311","MANUFACTURA","$0.17","$0.00","$0.14","$0.10","$0.04","2,021"
"860,078,024","JORGE CORTES MORA Y COMPAÑIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,511","COMERCIO","$0.17","$0.00","$0.06","$0.02","$0.04","2,021"
"800,116,749","EXTRACTORA MONTERREY S.A. EXTRACTORA MONTERREY S.A. S","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","1,031","MANUFACTURA","$0.17","$0.01","$0.08","$0.03","$0.05","2,021"
"800,221,591","CENTRO ACEROS DEL CARIBE LIMITADA.","SUPERSOCIEDADES","COSTA ATLÁNTICA","ATLANTICO","BARRANQUILLA","4,663","COMERCIO","$0.17","$0.02","$0.14","$0.09","$0.05","2,021"
"830,510,909","RIVERCOL S.A.S.","SUPERSOCIEDADES","COSTA PACÍFICA","VALLE","YUMBO","4,620","COMERCIO","$0.17","$0.01","$0.05","$0.03","$0.01","2,021"
"802,005,075","ACEITES S.A.","SUPERSOCIEDADES","COSTA ATLÁNTICA","MAGDALENA","SANTA MARTA","1,031","MANUFACTURA","$0.17","$0.01","$0.09","$0.04","$0.05","2,021"
"800,021,137","AGRÍCOLA SARA PALMA S.A.SD","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","122","AGROPECUARIO","$0.17","$0.01","$0.25","$0.08","$0.17","2,021"
"900,425,918","TOTALENERGIES MARKETING COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,661","COMERCIO","$0.17","$0.01","$0.09","$0.07","$0.01","2,021"
"809,009,050","EMBOTELLADORA DE BEBIDAS DEL TOLIMA S.A.","SUPERSOCIEDADES","OTROS","TOLIMA","MARIQUITA","1,104","MANUFACTURA","$0.17","$0.01","$0.12","$0.09","$0.03","2,021"
"900,149,606","EXCAVACIONES Y PROYECTOS DE COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","990","MINERO","$0.16","-$0.01","$0.16","$0.03","$0.13","2,021"
"830,045,768","VPC COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,631","COMERCIO","$0.16","-$0.00","$0.05","$0.05","$0.00","2,021"
"830,039,229","BOSTON SCIENTIFIC COLOMBIA LIMITADA","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,645","COMERCIO","$0.16","$0.02","$0.14","$0.08","$0.06","2,021"
"890,301,291","ELI LILLY INTERAMERICA INC","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,645","COMERCIO","$0.16","$0.00","$0.16","$0.02","$0.14","2,021"
"890,906,347","E.S.E. HOSPITAL MANUEL URIBE ANGEL","SUPERSALUD","ANTIOQUIA","ANTIOQUIA","ENVIGADO","8,610","SERVICIOS","$0.16","$0.00","$0.18","$0.03","$0.14","2,021"
"900,055,635","INVERSIONES LIGOL S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,731","COMERCIO","$0.16","$0.01","$0.05","$0.01","$0.04","2,021"
"800,150,223","PRIMATELA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,641","COMERCIO","$0.16","$0.01","$0.16","$0.09","$0.08","2,021"
"806,008,047","BDP COLOMBIA S.A.S.","SUPERSOCIEDADES","COSTA ATLÁNTICA","BOLIVAR","CARTAGENA","5,229","SERVICIOS","$0.16","$0.01","$0.05","$0.04","$0.02","2,021"
"890,903,910","RADIO CADENA NACIONAL S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","6,010","SERVICIOS","$0.16","$0.01","$0.29","$0.06","$0.23","2,021"
"860,048,429","AGROEXPORT DE COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,620","COMERCIO","$0.16","$0.00","$0.07","$0.05","$0.02","2,021"
"900,042,103","EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DEL CARIBE","SUPERSALUD","COSTA ATLÁNTICA","BOLIVAR","CARTAGENA","8,610","SERVICIOS","$0.16","$0.03","$0.12","$0.09","$0.04","2,021"
"900,570,383","ACEROS TURIA DE COLOMBIA S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","2,410","MANUFACTURA","$0.16","$0.00","$0.10","$0.11","-$0.01","2,021"
"800,148,119","GRASAS Y DERIVADOS S.A.- GRADESA S.A.","SUPERSOCIEDADES","COSTA ATLÁNTICA","MAGDALENA","CIENAGA","1,032","MANUFACTURA","$0.16","$0.00","$0.11","$0.07","$0.04","2,021"
"900,083,863","CENTRAL LECHERA DE MANIZALES S.A.","SUPERSOCIEDADES","EJE CAFETERO","CALDAS","MANIZALES","1,040","MANUFACTURA","$0.16","$0.00","$0.07","$0.04","$0.03","2,021"
"860,513,290","PRODUCTORES DE ENVASES FARMACEUTICOS S.A.S. PROENFAR S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","2,229","MANUFACTURA","$0.16","$0.01","$0.22","$0.11","$0.11","2,021"
"890,323,239","SUMMAR TEMPORALES S.A.S.","SUPERSOCIEDADES","COSTA PACÍFICA","BOGOTA D.C.","BOGOTA, D.C.","7,820","SERVICIOS","$0.16","$0.00","$0.03","$0.01","$0.01","2,021"
"830,037,955","MASTERFOODS COLOMBIA LIMITADA. - EFFEM COLOMBIA LIMITADA.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","1,090","MANUFACTURA","$0.16","$0.00","$0.09","$0.08","$0.01","2,021"
"800,029,899","INGENIERIA Y VIAS S.A.S. BIC","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","4,210","CONSTRUCCIÓN","$0.16","$0.00","$0.18","$0.12","$0.06","2,021"
"891,501,676","ESE HOSPITAL SUSANA LOPEZ DE VALENCIA","SUPERSALUD","COSTA PACÍFICA","CAUCA","POPAYAN","8,610","SERVICIOS","$0.16","$0.03","$0.16","$0.02","$0.14","2,021"
"900,275,698","PANDAPAN DISTRIBUCIONES S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","LA ESTRELLA","4,711","COMERCIO","$0.16","$0.00","$0.06","$0.05","$0.01","2,021"
"900,710,164","GONVARRI MS COLOMBIA S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","ITAGUI","2,511","MANUFACTURA","$0.16","$0.00","$0.18","$0.15","$0.03","2,021"
"900,642,557","INVERSIONES VAQUITA EXPRESS S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","ENVIGADO","4,711","COMERCIO","$0.16","$0.00","$0.04","$0.04","$0.01","2,021"
"860,000,018","AGENCIA DE VIAJES Y TURISMO AVIATUR S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","7,911","SERVICIOS","$0.16","$0.00","$0.27","$0.25","$0.02","2,021"
"832,000,662","VENTAS Y MARCAS S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,690","COMERCIO","$0.16","$0.00","$0.11","$0.09","$0.02","2,021"
"900,469,230","BIGFOOT COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,791","COMERCIO","$0.16","-$0.03","$0.08","$0.11","-$0.03","2,021"
"830,027,386","OMYA ANDINA S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","4,664","MANUFACTURA","$0.16","$0.01","$0.23","$0.09","$0.14","2,021"
"800,087,297","SPECTRUM BRANDS CORP S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,644","COMERCIO","$0.16","$0.00","$0.13","$0.11","$0.02","2,021"
"817,000,865","METALMECANICAS DEL SUR S.A.","SUPERSOCIEDADES","COSTA PACÍFICA","CAUCA","GUACHENÉ","2,511","MANUFACTURA","$0.16","$0.03","$0.20","$0.13","$0.07","2,021"
"800,231,235","EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN JORGE","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,610","SERVICIOS","$0.16","$0.00","$0.23","$0.07","$0.15","2,021"
"800,099,903","CARVAJAL EDUCACION S.A.S.","SUPERSOCIEDADES","COSTA PACÍFICA","VALLE","YUMBO","1,709","MANUFACTURA","$0.16","-$0.01","$0.35","$0.35","$0.00","2,021"
"890,912,426","PEREZ Y CARDONA S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","4,664","COMERCIO","$0.16","$0.00","$0.15","$0.09","$0.06","2,021"
"800,149,026","INSTITUTO DE CANCEROLOGIA S.A.","SUPERSALUD","ANTIOQUIA","ANTIOQUIA","MEDELLIN","8,692","SERVICIOS","$0.16","$0.01","$0.14","$0.10","$0.04","2,021"
"860,031,768","GREMCA AGRICULTURA Y ENERGIA SOSTENIBLE S.A.","SUPERSOCIEDADES","COSTA ATLÁNTICA","ATLANTICO","BARRANQUILLA","126","AGROPECUARIO","$0.16","$0.01","$0.22","$0.08","$0.14","2,021"
"900,389,156","SOFTLINE INTERNATIONAL DE COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","6,202","SERVICIOS","$0.16","-$0.00","$0.08","$0.08","$0.00","2,021"
"900,800,051","CPA DISTRIBUCIÓN DE COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,644","COMERCIO","$0.16","$0.01","$0.06","$0.03","$0.03","2,021"
"900,249,297","COMERCIALIZADORA DE SERVICIOS FINANCIEROS S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","6,619","SERVICIOS","$0.16","$0.01","$0.05","$0.03","$0.03","2,021"
"817,000,790","FORSA S.A.","SUPERSOCIEDADES","COSTA PACÍFICA","CAUCA","GUACHENÉ","2,511","MANUFACTURA","$0.16","$0.01","$0.14","$0.10","$0.04","2,021"
"800,201,668","SEGURIDAD ONCOR LIMITADA.","SUPERVIGILANCIA","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","8,010","SERVICIOS","$0.16","$0.00","$0.13","$0.07","$0.06","2,021"
"890,112,179","COMPAÑIA ENVASADORA DEL ATLANTICO S.A.S.","SUPERSOCIEDADES","COSTA ATLÁNTICA","ATLANTICO","BARRANQUILLA","1,020","MANUFACTURA","$0.16","$0.05","$0.18","$0.02","$0.17","2,021"
"860,068,255","COMPAÑIA DE SERVICIOS Y ADMINISTRACION S.A. SERDAN S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","8,299","SERVICIOS","$0.16","$0.00","$0.23","$0.13","$0.10","2,021"
"890,929,647","QUIMICOS Y PLASTICOS INDUSTRIALES S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","ENVIGADO","4,664","COMERCIO","$0.16","$0.01","$0.12","$0.07","$0.04","2,021"
"800,057,965","VISION SOFTWARE S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","6,202","SERVICIOS","$0.16","$0.00","$0.05","$0.04","$0.02","2,021"
"800,034,825","COMERCIALIZADORA INTERNACIONAL ANTILLANA S.A.","SUPERSOCIEDADES","COSTA ATLÁNTICA","BOLIVAR","CARTAGENA","311","AGROPECUARIO","$0.16","$0.01","$0.08","$0.06","$0.03","2,021"
"812,005,522","FUNDACION AMIGOS DE LA SALUD","SUPERSALUD","COSTA ATLÁNTICA","CORDOBA","MONTERIA","8,621","SERVICIOS","$0.16","$0.00","$0.16","$0.03","$0.13","2,021"
"806,014,553","TUVACOL S.A.","SUPERSOCIEDADES","COSTA ATLÁNTICA","ATLANTICO","BARRANQUILLA","4,663","COMERCIO","$0.16","$0.02","$0.19","$0.12","$0.07","2,021"
"900,578,105","CORPORACIÓN SALUD UN","SUPERSALUD","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","8,621","SERVICIOS","$0.16","$0.01","$0.08","$0.06","$0.02","2,021"
"860,041,312","C.I. PRODECO S.A.","SUPERSOCIEDADES","COSTA ATLÁNTICA","ATLANTICO","BARRANQUILLA","510","MINERO","$0.16","-$0.58","$1.37","$5.06","-$3.69","2,021"
"817,001,528","PAVCO DE OCCIDENTE S.A.S.","SUPERSOCIEDADES","COSTA PACÍFICA","CAUCA","GUACHENÉ","2,229","MANUFACTURA","$0.16","-$0.00","$0.13","$0.08","$0.05","2,021"
"800,197,601","ANGIOGRAFIA DE OCCIDENTE S.A.","SUPERSALUD","ANTIOQUIA","ANTIOQUIA","MEDELLIN","8,691","SERVICIOS","$0.16","$0.04","$0.27","$0.07","$0.20","2,021"
"900,114,122","EXTRACTORA MARIA LA BAJA S.A.","SUPERSOCIEDADES","COSTA ATLÁNTICA","ATLANTICO","BARRANQUILLA","1,031","MANUFACTURA","$0.16","$0.00","$0.05","$0.04","$0.02","2,021"
"890,302,629","CONSTRUCTORA MELENDEZ S.A.","SUPERSOCIEDADES","COSTA PACÍFICA","VALLE","CALI","4,111","CONSTRUCCIÓN","$0.16","$0.01","$0.31","$0.20","$0.11","2,021"
"900,392,658","SOLUCIONES LABORALES HORIZONTE S.A.S. BIC","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","7,820","SERVICIOS","$0.16","$0.00","$0.02","$0.01","$0.01","2,021"
"811,003,604","TRILLADORA LA MONTAÑA S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","ITAGUI","4,631","COMERCIO","$0.16","$0.00","$0.04","$0.01","$0.03","2,021"
"890,910,591","EXPLANAN S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","4,210","CONSTRUCCIÓN","$0.16","$0.01","$0.14","$0.07","$0.06","2,021"
"900,548,102","AZTECA COMUNICACIONES COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","6,190","SERVICIOS","$0.16","-$0.05","$0.42","$0.43","-$0.02","2,021"
"900,089,005","AMERISUR EXPLORACION COLOMBIA LIMITADA","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","610","MINERO","$0.16","$0.03","$0.43","$0.13","$0.30","2,021"
"800,045,797","INDUSTRIAS ALIADAS S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","1,063","MANUFACTURA","$0.16","$0.02","$0.13","$0.04","$0.09","2,021"
"860,450,780","SERVISION DE COLOMBIA LIMITADA","SUPERVIGILANCIA","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","8,010","SERVICIOS","$0.16","$0.00","$0.04","$0.02","$0.02","2,021"
"830,129,289","SOLARTE NACIONAL DE CONSTRUCCIONES S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,210","CONSTRUCCIÓN","$0.16","$0.00","$0.38","$0.26","$0.12","2,021"
"830,033,206","INVERSIONES EN RECREACION DEPORTE Y SALUD S.A.","SUPERSALUD","ANTIOQUIA","ANTIOQUIA","MEDELLIN","8,621","SERVICIOS","$0.16","-$0.03","$0.51","$0.53","-$0.02","2,021"
"900,896,197","AUTOMOTORES FRANCIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,511","COMERCIO","$0.16","$0.00","$0.06","$0.04","$0.01","2,021"
"830,087,848","TUGO S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,754","COMERCIO","$0.16","$0.01","$0.12","$0.10","$0.02","2,021"
"901,180,732","AMAZON OPERATION SERVICES COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","8,220","SERVICIOS","$0.16","$0.01","$0.15","$0.04","$0.11","2,021"
"890,900,424","MICROPLAST ANTONIO PALACIO & COMPAÑIA S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","2,229","MANUFACTURA","$0.16","$0.02","$0.27","$0.05","$0.22","2,021"
"800,118,334","BELLEZA EXPRESS S.A.","SUPERSOCIEDADES","COSTA PACÍFICA","VALLE","CALI","2,023","MANUFACTURA","$0.16","$0.01","$0.19","$0.07","$0.11","2,021"
"811,009,393","LABORLABORATORIOS DELTA S.A.S. ATORIOS DELTA S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","RIONEGRO","4,645","COMERCIO","$0.16","$0.01","$0.11","$0.08","$0.03","2,021"
"901,109,330","MITAYOS ZONA FRANCA S.A.S. BIC","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","2,421","MANUFACTURA","$0.15","$0.00","$0.02","$0.01","$0.01","2,021"
"900,407,111","GENCELL PHARMA S.A.S.","SUPERSALUD","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","8,691","SERVICIOS","$0.15","$0.04","$0.10","$0.03","$0.06","2,021"
"900,265,172","CONSTRUCCION Y DESARROLLO BOLIVAR S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","6,499","SERVICIOS","$0.15","$0.15","$1.19","$0.00","$1.19","2,021"
"800,221,724","PRODUCTORA DE INSUMOS AGROPECUARIOS, SOMEX S.A.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","1,090","MANUFACTURA","$0.15","$0.00","$0.10","$0.08","$0.02","2,021"
"860,026,442","B BRAUN MEDICAL S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,659","COMERCIO","$0.15","$0.00","$0.11","$0.06","$0.05","2,021"
"800,250,634","MEDICINA INTEGRAL S.A.","SUPERSALUD","COSTA ATLÁNTICA","CORDOBA","MONTERIA","8,621","SERVICIOS","$0.15","$0.00","$0.09","$0.05","$0.04","2,021"
"900,810,414","DRINKS DE COLOMBIA S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","GIRARDOTA","1,104","MANUFACTURA","$0.15","$0.01","$0.14","$0.11","$0.03","2,021"
"900,891,513","CLINICA NUEVA RAFAEL URIBE URIBE S.A.S.","SUPERSALUD","COSTA PACÍFICA","VALLE","CALI","8,610","SERVICIOS","$0.15","$0.01","$0.07","$0.06","$0.01","2,021"
"800,128,680","REENCAFE S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,530","COMERCIO","$0.15","$0.01","$0.09","$0.05","$0.04","2,021"
"811,046,900","CLINICA CARDIO VID","SUPERSALUD","ANTIOQUIA","ANTIOQUIA","MEDELLIN","8,610","SERVICIOS","$0.15","$0.00","$0.11","$0.06","$0.05","2,021"
"900,098,476","HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE","SUPERSALUD","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","8,610","SERVICIOS","$0.15","$0.00","$0.15","$0.09","$0.06","2,021"
"900,517,378","CSP DE COLOMBIA LIMITADA.","SUPERSOCIEDADES","COSTA ATLÁNTICA","ATLANTICO","MALAMBO","2,599","MANUFACTURA","$0.15","-$0.01","$0.38","$0.30","$0.09","2,021"
"860,052,989","SUTEX S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","CUNDINAMARCA","COTA","4,641","COMERCIO","$0.15","$0.01","$0.22","$0.15","$0.07","2,021"
"901,065,873","PLUS + ENERGY S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,661","COMERCIO","$0.15","$0.00","$0.07","$0.04","$0.03","2,021"
"900,297,009","FRESENIUS MEDICAL CARE ANDINA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","CUNDINAMARCA","COTA","2,100","MANUFACTURA","$0.15","$0.01","$0.29","$0.10","$0.19","2,021"
"800,044,807","STEPAN COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","2,011","MANUFACTURA","$0.15","$0.01","$0.11","$0.05","$0.05","2,021"
"890,901,298","DYNA Y COMPAÑIA S.A.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","BELLO","4,663","COMERCIO","$0.15","$0.01","$0.10","$0.07","$0.04","2,021"
"901,140,179","INVERSIONES DUQUIN S.A.S.","SUPERSOCIEDADES","COSTA ATLÁNTICA","BOLIVAR","CARTAGENA","4,755","COMERCIO","$0.15","$0.00","$0.06","$0.05","$0.02","2,021"
"800,026,092","HB FULLER COLOMBIA S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","RIONEGRO","2,029","MANUFACTURA","$0.15","$0.02","$0.15","$0.04","$0.10","2,021"
"800,247,851","TUYOMOTOR S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","4,511","COMERCIO","$0.15","$0.00","$0.04","$0.02","$0.02","2,021"
"890,942,310","AYURA MOTOR S.A.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","ENVIGADO","4,511","COMERCIO","$0.15","$0.01","$0.09","$0.04","$0.05","2,021"
"822,000,851","DISTRIBUCIONES HERNANDEZ GOMEZ LIMITADA.","SUPERSOCIEDADES","OTROS","META","VILLAVICENCIO","4,731","COMERCIO","$0.15","$0.00","$0.03","$0.02","$0.01","2,021"
"901,299,665","FINCIMEC SPA SUCURSAL COLOMBIA FINCIMEC SPA SUCURSAL COLOMBIA","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","3,312","MANUFACTURA","$0.15","$0.00","$0.05","$0.04","$0.01","2,021"
"900,039,999","BERLLANO S.A.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","REMEDIOS","4,632","COMERCIO","$0.15","$0.00","$0.01","$0.01","$0.00","2,021"
"860,009,397","FARMA DE COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,645","COMERCIO","$0.15","$0.02","$0.08","$0.04","$0.04","2,021"
"830,059,718","AECSA S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","6,910","SERVICIOS","$0.15","$0.02","$0.13","$0.05","$0.08","2,021"
"860,518,811","QUIMICA COSMOS S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","2,022","MANUFACTURA","$0.15","$0.01","$0.09","$0.05","$0.04","2,021"
"860,527,960","WESCO S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,662","COMERCIO","$0.15","$0.01","$0.21","$0.14","$0.07","2,021"
"901,181,764","C.I UPFIELD COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","1,089","COMERCIO","$0.15","-$0.00","$0.19","$0.08","$0.11","2,021"
"891,903,528","INVERSIONES ECHEVERRI BARSA S.A.S.","SUPERSOCIEDADES","COSTA PACÍFICA","VALLE","CARTAGO","4,620","COMERCIO","$0.15","$0.00","$0.01","$0.01","$0.00","2,021"
"830,065,609","CHANEME COMERCIAL S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,530","COMERCIO","$0.15","$0.01","$0.19","$0.09","$0.10","2,021"
"900,149,596","ASISFARMA S.A.","SUPERSALUD","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,645","COMERCIO","$0.15","$0.01","$0.10","$0.07","$0.03","2,021"
